company_name,cin,url,company_status,registered_address,paid_up_capital,query_text
BRICK & MORTAR REALTY PRIVATE LIMITED,U70101WB2007PTC117693,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"53, JUSTICE CHANDRA MADHAV ROAD,KOLKATA,Kolkata,West Bengal,700020-India",200000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SHOMUK CONSULTANCY SERVICES PRIVATE LIMITED,U74140WB2003PTC096328,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"5A   PALM AVENUE,KOLKATA,West Bengal,700019-India",200000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
GUJARAT NRE COKE LTD,L51909WB1986PLC040098,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"22 CAMAC STREET, BLOCK-C, 5TH FLOOR,KOLKATA,West Bengal,700016-India",16570400000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
CORPORATE POWER LIMITED,U27106WB2006PLC150110,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"FE-83, SECTOR-III   SALT LAKE CITY, GROUND FLOOR,KOLKATA,Kolkata,West Bengal,700106-India",14286284000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
M.R. NIRMAN PRIVATE LIMITED,U45400WB2007PTC115406,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"287/3, EAST SINTHEE ROAD,,KOLKATA,West Bengal,700030-India",120000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SREI PROJECT & EQUIPMENT PRIVATE LIMITED,U70109WB2022PTC259002,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Active,"3, Middle Road,   Hastings,Kolkata,Kolkata,West Bengal,700022-India",100000,priority seed from uploaded WB master data; status=Active; listing=Unlisted
NKR REALTY PRIVATE LIMITED,U45400WB2015PTC207663,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"47A KALI KRISHNA TAGORE STREET,2ND DLOOR,KOLKATA,Kolkata,West Bengal,700007-India",100000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
RAFTECH MULTITRADERS PRIVATE LIMITED,U74999WB2012PTC179901,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"House No- 207, Ground Floor   Dharsa Dakhin Para (Balitikuri),Howrah,Howrah,West Bengal,711112-India",100000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SV DIDIT SOLUTION PRIVATE LIMITED,U72900WB2018PTC224625,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"N/35, SWAMI VIVEKANANDA ROAD   CHAMPADALI MORE, P.O & P.S- BARASAT,BARASAT,Parganas North,West Bengal,700124-India",100000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
REACHNET CABLE SERVICES PRIVATE LIMITED,U64204WB2012PTC180335,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"UNIT NO. 41A/44, LEGACY BUILDING, 4TH FLOOR 25A   SHAKESPEARE SARANI,KOLKATA,Kolkata,West Bengal,700017-India",100000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
DIVYASWARNA (OPC) PRIVATE LIMITED,U74999WB2017OPC220993,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"61 BURTOLLA STREET   GROUND FLOOR,KOLKATA,Kolkata,West Bengal,700007-India",100000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
REGULUSREIGN TECHNOLOGIES PRIVATE LIMITED,U74900WB2016PTC209625,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Active,"Vill  PO - Hotar, PS - Magrahat   Dist - South 24 Parganas,Parganas,West Bengal,743610-India",100000,priority seed from uploaded WB master data; status=Active; listing=Unlisted
JAS INFRASTRUCTURE AND POWER LIMITED,U40109WB2002PLC162558,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"FE-83, SECTOR-III   SALT LAKE CITY, GROUND FLOOR,KOLKATA,Kolkata,West Bengal,700106-India",7392077000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
NVD SOLAR LIMITED,U52599WB2003PLC095790,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"21/1 KARNANI ESTATE, 1ST FLOOR   209 A.J.C. BOSE ROAD,KOLKATA,Kolkata,West Bengal,700017-India",6000000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
PATHBREAKING PROJECTS LIMITED,U51109WB1996PLC077670,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"FE-83, SECTOR-III   SALT LAKE CITY, GROUND FLOOR,KOLKATA,Kolkata,West Bengal,700106-India",5125096500,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
VISA POWER LIMITED,U40101WB2005PLC105797,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"8/10 ALIPORE ROAD,KOLKATA,Kolkata,West Bengal,700027-India",4062749090,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
INDUSTRIAL INVESTMENT BANK OF INDIA LIMITED.,U65923WB1997GOI083429,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"19 NETAJI SUBHAS ROAD2ND FLOOR,KOLKATA,West Bengal,700001-India",2250000070,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
CONCAST STEEL & POWER LIMITED,U51909WB1995PLC072045,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"21, HEMANT BASU SARANI, 5TH FLOOR   ROOM NO 511 & 512, CENTRE POINT,KOLKATA,West Bengal,700001-India",2132178800,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BHARAT NRE COKE LIMITED,U23109WB2003PLC097375,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"22 CAMAC STREET BLOCK C   5TH FLOOR,KOLKATA,West Bengal,700016-India",2116915590,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
CFL CAPITAL FINANCIAL SERVICES LIMITED,L67120WB1983PLC036805,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"CENTURY PLAZA81 N S ROAD 2ND FL R NO 233   PS BURRABAZAR,KOLKATA,West Bengal,700001-India",1636552500,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
REI AGRO LIMITED,L14200WB1994PLC104573,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"EVEREST HOUSE46C CHOWRINGHEE ROAD,KOLKATA,West Bengal,700071-India",1357984954,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
DUNLOP INDIA LTD,L25191WB1926PLC008539,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Flat No. 1, 5th Floor, Front Side   9, Syed Amir Ali Avenue,Kolkata,Kolkata,West Bengal,700017-India",1219829000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
VISA RESOURCES INDIA LIMITED,U52110WB2006PLC111091,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"5B, Express Tower, 42A Shakespeare Sarani,Kolkata,Kolkata,West Bengal,700017-India",1193523300,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
CONSOLIDATED FIBRES AND CHEMICALS LTD,L17118WB1987PLC042526,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"10, TARAK DUTTA ROAD, 2ND FLOOR,KOLKATA,West Bengal,700019-India",1035268500,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
ABHIJEET TOLL ROAD (KARNATAKA) LIMITED,U45400WB2011PLC162615,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"FE-83, SECTOR-III   SALT LAKE CITY, GROUND FLOOR,KOLKATA,Kolkata,West Bengal,700106-India",929900000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SILVERTON SPINNERS LIMITED,L18101WB1994PLC063733,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"FALTA INDUSTRIAL GROWTH CENTRE, SECTOR IV   24 PGS. (S),FALTA,West Bengal,743504-India",879226040,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
ABHIJEET HAZARIBAGH TOLL ROAD LIMITED,U45209WB2010PLC149763,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"FE-83, SECTOR-III   SALT LAKE CITY, GROUND FLOOR,KOLKATA,Kolkata,West Bengal,700106-India",754300000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SHREE GANESH JEWELLERY HOUSE (I) LIMITED,L36911WB2002PLC095086,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"413  VARDAAN MARKET25A CAMAC STREET  4TH FLOOR,KOLKATA,West Bengal,700016-India",719064850,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
VIKASH SMELTERS & ALLOYS LIMITED,U27109WB2004PLC098935,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"35 CHITTARANJAN AVENUE, 6TH FLOOR,KOLKATA,West Bengal,700012-India",650000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
JESSOP AND CO LTD,L51909WB1932PLC007491,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"21&22,JESSORE ROAD,CAL-28W.E.F.31.03.99   P.S.DUM DUM,NA,West Bengal,000000-India",615102475,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
SARADHA REALTY INDIA LIMITED,U70109WB2008PLC126928,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"455, DIAMOND HARBOUR ROAD   2ND FLOOR,KOLKATA,Kolkata,West Bengal,700034-India",550000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
A. K. POWER INDUSTRIES PRIVATE LIMITED,U40104WB2008PTC130530,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"SHRUTINEER APARTMENT, 1ST FLOOR (ON HIT MAIN ROAD)   23/2/1/1, BHAGABAN CHATTERJEE LANE,HOWRAH,West Bengal,711101-India",546296540,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
NICCO CORPORATION LTD,L55101WB1983PLC036362,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"NICCO HOUSE, 2  HARE STREET,,KOLKATA,West Bengal,700001-India",492054964,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
PINCON SPIRIT LIMITED,L67120WB1978PLC031561,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"WELLESLEYHOUSE7,REDCROSSPLACE,3RDFLOOR,KOLKATA,West Bengal,700001-India",477921280,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
KAMLAPUR SUGAR & INDUSTRIES LIMITED,U01119WB1998PLC087244,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Dream Palace   Old Jessore Road, Doltala,Kolkata,Kolkata,West Bengal,700132-India",442322000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
URAL INDIA LIMITED,U50200WB2003PLC096006,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"1, AUCKLAND PLACE,KOLKATA,Kolkata,West Bengal,700017-India",392577800,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
MINING & ALLIED MACHINERY CORPN LTD,U29242WB1965PLC026416,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"DURGAPUR,BURDWAN,West Bengal,713213-India",391850000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
CLASSIC CREDIT LTD,U65921WB1988PLC044383,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"32 EZRA STREETROOM NO 267 TODI MANSION,KOLKATA,West Bengal,700001-India",302000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
TYRE CORPORATION OF INDIA LTD,U25112WB1984GOI037225,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"19 JAVAHAR LAL NEHRU ROAD,KOLKATA,Kolkata,West Bengal,700087-India",296307900,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ABHIJEET INTEGRATED STEEL LIMITED,U72900WB2004PLC097712,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Plot No. 06,   SI ARRA Degaul Avenue,Durgapur,Bardhaman,West Bengal,713212-India",274843750,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BIL INFRATECH LIMITED,U45400WB2010PLC151807,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"37/2, Chinarpark, New Town, Rajarhat Main Road   P.O.- Hatiara,Kolkata,Parganas North,West Bengal,700157-India",250000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
VARRSANA ISPAT LTD,U99999WB2000PLC124804,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Everest House , 46-C, Chowringee Road ,   15th Floor,R. N. .15B,,Kolkata,West Bengal,700071-India",248478040,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
JENSON & NICHOLSON (INDIA) LTD,L51597WB1922PLC004603,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"7B MIDDLETON STREET   P.S. SHAKESPEARE SARANI,,KOLKATA,West Bengal,700071-India",244851000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
SST MEDIA PRIVATE LIMITED,U74300WB2005PTC105164,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"119, PARK STREET, WHITE HOUSE   GROUND FLOOR,KOLKATA,West Bengal,700016-India",238844900,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
WEARIT GLOBAL LIMITED,U40107WB1999PLC089994,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"CRESCENT TOWER,  5TH FLOOR   229  A J C BOSE ROAD,KOLKATA,West Bengal,700020-India",228370900,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
GONTERMANN - PEIPERS (INDIA) LIMITED,L27106WB1966PLC101410,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"DIAMOND HARBOUR ROAD, POST- PAILAN,   24 PAGS(S),KOLKATA,West Bengal,743512-India",228243500,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
WELLMAN INCANDE SCENT INDIA LTD,L51909WB1962PLC025510,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"14B CAMAC ST     IST FL   P S PARK ST,KOLKATA,West Bengal,700017-India",200000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
ZURICH RISK MANAGEMENT PRIVATE LIMITED,U65991WB1996PTC077342,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"ROOM NO 303    CENTRAL PLAZA2/6 SARAT BOSE ROAD,KOLKATA,West Bengal,700020-India",200000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SUNPLANT CONSTRUCTIONS LIMITED,U45400WB2007PLC116406,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"RGM 172,TEGHARIA, VIP ROAD,,KOLKATA,Kolkata,West Bengal,700059-India",199026000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SPS ISPAT & POWER LIMITED,U27100WB2011PLC158285,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"ELEGANT TOWERS   224A, ACHARYA JAGDISH CHANDRA BOSE ROAD,KOLKATA,West Bengal,700017-India",198312000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
RAGHAV INDUSTRIES LIMITED,L51109WB1984PLC037804,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"DREAM PALACE   OLD JESSORE ROAD, DOLTALA,KOLKATA,Kolkata,West Bengal,700132-India",195015000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
BENGAL IMMUNITY LTD,U24234WB1984PLC038028,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"153 LENIN SARANI,KOLKATA,West Bengal,700014-India",179890000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
HIRA CONCAST LTD,U27109WB2005PLC102066,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"33, CHITTARANJAN  AVENUE2ND FLOOR ROOM NO 201,KOLKATA,West Bengal,700012-India",159371000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
CHANDRA PROTECO LIMITED,U27109WB2004PLC100708,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"165, RABINDRA SARANI,   ROOM NO. 405A,KOLKATA,Kolkata,West Bengal,700007-India",150417200,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
EASTERN GASES LTD,L40200WB1995PLC068251,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"43 PALACE COURT1 KYD STREET   P S PARK STREET,KOLOKATA,West Bengal,700016-India",150000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
P K S LTD,U63090WB1982PLC035099,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"7, CAMAC STREET,   AZIMGUNJ HOUSE,KOLKATA,Kolkata,West Bengal,700017-India",150000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
B T COMPOSITES LIMITED,U51109WB1995PLC091762,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"37/2, Chinar Park, New Town, Rajarhat Main Road   P.O. Hatiara,Kolkata,Kolkata,West Bengal,700157-India",145000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
RIGA SUGAR CO LTD,L15421WB1980PLC032970,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"14 NETAJI SUBHAS ROAD2ND FLOOR   P S HARE STREET,KOLKATA,West Bengal,700001-India",144434050,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
BASANT MARKETING LIMITED,U32106WB1982PLC034865,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"IMAX LOHIA SQUARE,OFFICE NO.4B, 4TH FLOOR,   PREMISES NO.23, GANGADHAR BABU LANE,KOLKATA,Kolkata,West Bengal,700012-India",136468230,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SHRADHA AGENCIES PRIVATE LIMITED,U51909WB1996PTC078810,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"22 MOULANA ABUL KALAM AZAD ROAD   OPP. A. C. MARKET,HOWRAH,West Bengal,711101-India",135000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SHRI BADRINARAIN ALLOYS & STEEL LTD.,L27100WB1983PLC035650,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Tulsiberia Road   Kulgachia, P.O -Mahisrekha,Howrah,Howrah,West Bengal,711303-India",131745000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
BATWINGS LEARNING CENTERS PRIVATE LIMITED,U80901WB2015PTC205334,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"PURBAYAN CO-OP   1569, MADURDAHA,KOLKATA,Kolkata,West Bengal,700107-India",120854400,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
CYCLE CORPORATION OF INDIA LTD,U35921WB1980PLC033053,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"1 MIDDLETON ST,KOLKATA,West Bengal,700071-India",118696000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ADVANCE POWERINFRA TECH LIMITED,L65999WB1994PLC065726,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"4 CHANDNI CHOWK ST,KOLKATA,West Bengal,700072-India",116383000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
COMPUTECH INTERNATIONAL LTD,U30009WB1987PLC042782,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"77/2 HAZRA RD.4TH & 6TH FL.,KOLKATA,Kolkata,West Bengal,700029-India",115210710,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BELLS CONTROLS LTD,L65993WB1929PLC006555,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"21 CAMAC STREET,KOLKATA,Kolkata,West Bengal,700016-India",112942310,priority seed from uploaded WB master data; status=Under Liquidation; listing=Listed
TEA TRADING CORPN OF INDIA LTD,U51226WB1971PLC028174,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"7 wood st.,kolkata,West Bengal,700016-India",111419000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
KIEV FINANCE LTD.,U67120WB1982PLC035507,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"133 CANNING STREET,  1ST FLOOR,KOLKATA,Kolkata,West Bengal,700001-India",110477500,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
TATTVA VALUERS PRIVATE LIMITED,U51103WB2005PTC224117,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"PLOT NO. X- 1, 2 & 3   BLOCK -EP, SECTOR-V, SALT LAKE CITY,KOLKATA,Kolkata,West Bengal,700091-India",107000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SIGMA-C INFRASTRUCTURE PRIVATE LIMITED,U45400WB2012PTC186379,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"52A   SHAKESPEARE SARANI,KOLKATA,West Bengal,700017-India",100000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
K D L PHARMA LIMITED,U24231WB1989PLC047198,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Green Acres,   2 Nazar Ali Lane, Flat-4A,,Kolkata,Kolkata,West Bengal,700019-India",99000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
PRITHVI ENERGY LIMITED,U40105WB2005PLC104912,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"CF-361, SALT LAKE CITY   SECTOR-I,KOLKATA,Parganas North,West Bengal,700064-India",95350000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SPACE MATRIX PRIVATE LIMITED,U51109WB1996PTC080341,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"11.CLIVE ROW,3RD FLOOR,ROOM NO-15,KOLKATA,Kolkata,West Bengal,700001-India",93079000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
NIPPON ALLOY LIMITED,U27109WB1996PLC080314,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"23A, N.S.Road   7th Floor, Room-31,Kolkata,West Bengal,700001-India",92593000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
VRAJRAJ ISPAT LIMITED,U27102WB2004PLC098848,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"P-187,CIT ROAD,SCHEME 6-M   SHOP NO 01-135,1ST FLOOR,VIP MARKET,KOLKATA,West Bengal,700054-India",91838000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
CORPORATE ISPAT ALLOYS LIMITED,U27110WB1988PLC163594,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Plot No. 06,   SI ARRA Degaul Avenue,Durgapur,Bardhaman,West Bengal,713212-India",90918046,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
ENVIRON ENERGY CORPORATION INDIA PRIVATE LIMITED,U40106WB1999PTC140439,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"60A, D. H. ROAD, THAKURPUKUR,,KOLKATA,West Bengal,700063-India",87969860,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
KOHINOOR POWER PRIVATE LIMITED,U40106WB2008PTC125570,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"16A , EVEREST HOUSE   46C , J. L. NEHRU ROAD,KOLKATA,West Bengal,700071-India",85059000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BHARAT BRAKES & VALVES LTD,U35201WB1978PLC031589,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"22  GOBRA ROAD,KOLKATA,West Bengal,700014-India",81448000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
DRUID PHARMA LTD.,U24233WB1994PLC062925,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"MOLLAR THESPO : HASIM NAGAR   PS-FALTA,DIST-24 PGS(S),West Bengal,743513-India",79516000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
REXOR INDIA LTD,U17123WB1964PLC026131,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"15, LENIN SARANI   B-1M 1ST FLOOR,KOLKATA,Kolkata,West Bengal,700013-India",75800000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
PURPLE ADVERTISING SERVICES PRIVATE LIMITED,U74300WB2008PTC127335,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"Century Tower. 2nd Floor.   45. Shakespeare Sarani,KOLKATA,West Bengal,700017-India",75000000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
SHREE RAM SAW MILL PRIVATE LIMITED,U51909WB1997PTC085985,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"67/10,  STRAND ROAD,KOLKATA,West Bengal,700006-India",74861700,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
BHARAT OPHTHLAMIC GLASS LTD,U32102WB1972PLC028301,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"LENIN SARANIDURGAPUR,BURDWAN,West Bengal,700021-India",71400000,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
INDIA STEAMSHIP CO.LTD.,U63012WB1959PLC005937,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Dissolved (Liquidated),"44  PARK STREET,KOLKATA,West Bengal,700016-India",687831000,priority seed from uploaded WB master data; status=Dissolved (Liquidated); listing=Unlisted
GAJRAJ COMMERCIAL PRIVATE LIMITED,U51909WB2008PTC129282,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under Liquidation,"37A, Bentinck Street,   Room No. 314,Kolkata,West Bengal,700069-India",68528950,priority seed from uploaded WB master data; status=Under Liquidation; listing=Unlisted
